National Center for Education Statistics
"Number of full-time, first-time students receiving financial aid, by state and  type of aid: 2019-20"

Year,State,Any financial aid,"Grants or scholarships from the federal government, state/local government, or the institution",Federal grants,Pell grants,Other federal grants,State/local government grants or scholarships ,Institutional grants or scholarships ,Loans to students,Federal loans,Other loans
2010,Wisconsin,"43,609","30,448","19,678","19,241","10,992","12,498","14,917","34,348","33,836","3,423"
2010,Wyoming,"5,706","4,873","2,346","2,330",904,"2,547","1,912","3,109","3,039",749
2009,Alabama,"36,685","31,185","19,789","19,406","6,394","4,822","16,345","18,619","17,898","2,564"
2009,Alaska,"2,783","1,757","1,084","1,052",448,497,759,"1,699","1,558",828
2009,Arizona,"54,901","43,514","31,896","31,020","8,194","1,798","17,571","37,916","37,067","3,014"
2009,Arkansas,"22,024","19,764","12,271","11,988","4,812","4,713","10,250","11,775","11,701",604
2009,California,"242,325","210,036","157,675","153,426","79,499","92,874","65,031","139,334","136,201","18,638"
2009,Colorado,"37,056","30,424","18,241","17,948","6,580","8,419","16,469","26,286","25,611","2,375"
2009,Connecticut,"28,470","22,449","13,289","12,805","5,978","6,618","12,505","19,121","18,301","2,557"
2009,Delaware,"7,979","6,183","3,174","3,130","1,099","2,027","2,364","5,046","4,969","1,203"
2009,District of Columbia,"7,188","6,180","2,350","2,168","1,164",578,"5,023","5,017","4,814",543
2009,Florida,"148,418","133,837","85,104","83,176","31,612","63,996","36,622","78,184","74,486","11,437"
2009,Georgia,"72,035","64,950","37,802","37,052","15,728","38,404","11,491","38,448","37,662","5,547"
2009,Hawaii,"4,729","4,020","2,461","2,385",801,339,"2,424","2,345","2,309",312
2009,Idaho,"10,074","9,201","4,763","4,509","2,058","4,442","4,828","5,873","5,832",274
2009,Illinois,"88,179","73,727","48,044","46,946","19,731","25,501","37,126","60,821","59,948","7,879"
2009,Indiana,"53,226","42,888","22,469","21,067","12,463","15,649","25,707","36,838","36,375","4,561"
2009,Iowa,"31,276","26,159","12,786","11,800","6,253","5,182","18,072","23,263","22,989","2,727"
2009,Kansas,"22,830","19,770","9,431","9,260","3,795","3,097","14,635","13,857","13,176","1,336"
2009,Kentucky,"35,198","32,939","16,080","15,872","7,999","23,251","14,874","18,976","18,733","1,430"
2009,Louisiana,"37,087","33,352","19,387","18,854","7,952","17,901","12,185","19,621","19,533","1,903"
2009,Maine,"10,126","8,217","4,849","4,452","3,256","3,514","5,212","7,932","7,737",961
2009,Maryland,"34,833","29,037","18,282","17,936","7,724","8,506","13,714","22,581","22,000","3,074"
2009,Massachusetts,"63,214","52,678","25,894","24,567","15,444","19,971","33,005","45,529","44,497","7,083"
2009,Michigan,"79,046","70,606","37,323","36,223","16,675","37,141","35,804","49,480","48,744","7,686"
2009,Minnesota,"41,866","33,305","15,972","15,435","8,394","17,786","19,790","30,316","29,704","7,716"
2009,Mississippi,"27,653","25,437","16,992","16,631","6,551","7,679","11,923","11,621","11,534",288
2009,Missouri,"50,438","45,571","23,683","22,862","10,363","17,289","25,238","30,757","29,874","3,483"
2009,Montana,"6,586","4,882","2,627","2,597","1,195","1,336","2,947","3,932","3,906",162
2009,Nebraska,"14,615","12,287","5,862","5,693","3,329","3,100","9,056","10,034","9,806",689
2009,Nevada,"12,700","11,192","6,592","6,529","1,789","5,317","3,508","7,268","7,128",862
2009,New Hampshire,"10,996","7,668","3,395","3,325","2,106","1,809","5,742","9,234","9,085","1,672"
2009,New Jersey,"56,373","47,118","31,643","30,410","12,226","18,588","16,606","36,965","35,629","8,251"
2009,New Mexico,"14,841","14,009","7,950","7,828","2,404","8,708","5,221","5,360","5,323",147
2009,New York,"172,457","157,820","93,703","90,588","43,575","93,478","65,011","101,953","99,825","12,000"
2009,North Carolina,"51,729","45,307","27,121","24,972","13,754","27,693","23,049","29,999","28,520","3,997"
2009,North Dakota,"7,605","5,604","2,607","2,316","1,643","1,249","3,905","5,544","5,489","1,403"
2009,Ohio,"97,888","82,847","45,631","44,019","21,836","36,967","48,104","69,643","68,399","8,781"
2009,Oklahoma,"32,116","29,007","18,009","16,952","7,030","11,852","12,664","17,262","16,471","1,190"
2009,Oregon,"24,307","19,637","12,288","11,756","5,149","6,244","10,302","16,746","16,480","1,716"
2009,Pennsylvania,"118,422","94,478","50,163","47,655","26,906","35,290","53,828","95,259","93,384","15,320"
2009,Rhode Island,"14,790","12,477","6,170","5,986","2,925","3,015","8,462","11,703","11,447","1,695"
2009,South Carolina,"35,131","33,363","15,654","14,766","7,753","22,372","13,469","18,644","17,878","2,030"
2009,South Dakota,"7,290","5,625","2,905","2,777","1,821","1,243","3,785","5,676","5,609",773
2009,Tennessee,"57,237","52,693","30,463","29,614","11,987","31,104","18,270","27,040","26,728","2,088"
2009,Texas,"160,402","140,356","104,030","100,732","48,458","41,885","56,068","104,027","101,759","14,065"
2009,Utah,"18,795","15,977","7,507","7,468","1,867","2,513","9,211","8,982","8,900",425
2009,Vermont,"6,501","5,836","1,673","1,563","1,317","1,563","5,259","4,772","4,688","1,106"
2009,Virginia,"56,168","44,786","25,891","24,291","11,571","18,054","21,876","37,401","35,087","5,922"
2009,Washington,"30,549","24,453","13,728","13,277","7,338","10,255","13,339","18,128","17,873","2,311"
2009,West Virginia,"15,779","13,814","7,634","7,415","3,136","6,878","6,729","10,050","10,011",344
2009,Wisconsin,"39,609","25,955","14,384","13,853","9,062","11,102","14,792","30,491","30,201","3,250"
2009,Wyoming,"5,153","4,259","1,538","1,490",786,"2,479","2,179","2,504","2,472",690
2008,Alabama,"33,607","29,383","18,136","17,173","6,004","6,499","13,956","15,497","15,148",945
2008,Alaska,"2,310","1,597",874,855,214,176,898,"1,324","1,233",698
2008,Arizona,"105,700","86,465","68,836","65,767","9,129","5,181","32,591","88,447","86,503","5,946"
2008,Arkansas,"20,982","18,245","11,603","11,321","4,412","4,729","9,834","10,592","10,498",589
2008,California,"208,213","178,957","130,054","126,821","66,680","81,595","62,798","115,376","110,647","17,911"
2008,Colorado,"35,322","29,182","17,116","16,269","5,591","9,188","15,523","23,047","22,251","2,376"
2008,Connecticut,"25,001","19,885","11,586","10,322","5,405","5,774","10,166","17,862","16,917","2,849"
2008,Delaware,"6,927","5,597","2,777","2,711",739,"1,506","2,492","4,742","4,491",906
2008,District of Columbia,"8,470","7,675","3,695","3,430",936,555,"4,459","5,804","5,703",904
2008,Florida,"135,732","117,836","71,723","69,291","29,756","62,008","36,003","67,957","62,833","13,578"
2008,Georgia,"68,238","61,649","34,420","33,867","13,852","35,456","11,998","36,594","35,393","5,150"
2008,Hawaii,"4,335","3,732","2,178","2,109",689,307,"2,220","2,045","2,025",147
2008,Idaho,"9,654","8,288","4,309","4,083","1,674","4,210","4,445","4,998","4,746",551
2008,Illinois,"79,564","65,960","41,844","40,168","16,903","25,597","34,355","53,775","52,172","8,573"
2008,Indiana,"49,782","41,704","19,776","18,488","11,590","15,460","24,925","33,637","32,710","5,630"
2008,Iowa,"31,700","25,174","12,788","12,389","6,284","5,682","17,810","22,420","21,981","5,717"
2008,Kansas,"21,260","18,520","8,611","8,438","3,867","3,181","14,145","12,649","12,499","1,103"
2008,Kentucky,"32,890","30,408","15,343","15,064","6,105","18,171","12,245","17,562","17,266","1,656"
2008,Louisiana,"35,306","31,666","19,110","18,794","8,030","16,952","10,801","18,891","17,713","2,013"
2008,Maine,"9,559","7,990","4,757","4,315","3,169","4,021","5,180","7,469","7,279","1,505"
2008,Maryland,"31,965","26,801","16,827","15,919","7,924","9,348","13,862","20,773","19,971","2,965"
2008,Massachusetts,"60,671","50,876","24,372","23,347","15,402","18,679","32,405","45,006","42,973","9,067"
2008,Michigan,"75,263","67,703","33,074","31,915","13,443","38,968","34,369","44,085","42,827","9,703"
2008,Minnesota,"41,307","32,350","15,798","15,272","7,817","17,803","18,133","29,634","28,544","9,472"
2008,Mississippi,"27,083","24,942","16,596","16,016","5,614","7,492","11,961","10,523","10,399",463
2008,Missouri,"46,488","40,486","21,693","20,796","8,452","14,406","22,603","28,743","27,718","3,287"
2008,Montana,"6,051","4,547","2,586","2,535","1,137","1,646","2,692","3,721","3,672",179
2008,Nebraska,"15,308","12,424","6,260","5,693","3,642","4,156","8,568","10,108","9,959",954
2008,Nevada,"11,026","9,554","5,229","5,018","1,747","4,968","3,367","5,810","5,674",765
2008,New Hampshire,"10,362","7,882","3,041","2,828","2,056","1,928","5,954","8,816","8,420","2,565"
2008,New Jersey,"53,923","42,083","31,285","28,768","11,951","19,237","15,404","33,637","32,237","8,925"
2008,New Mexico,"13,494","12,695","7,137","7,011","1,869","7,772","4,493","4,903","4,869",125
2008,New York,"165,117","150,658","89,225","85,477","40,520","91,403","63,412","98,969","96,076","14,163"
2008,North Carolina,"49,575","41,792","24,353","23,114","13,334","21,791","24,370","30,567","29,016","4,056"
2008,North Dakota,"7,064","5,345","2,851","2,429","1,697","1,299","3,595","5,284","5,170","1,586"
2008,Ohio,"93,465","78,177","41,319","40,410","20,456","37,441","47,373","67,089","65,789","11,069"
2008,Oklahoma,"29,685","26,286","16,823","15,471","5,902","11,519","11,788","14,841","14,318","1,033"
2008,Oregon,"21,550","17,450","10,638","10,385","4,589","3,544","9,531","14,901","14,677","1,613"
2008,Pennsylvania,"116,562","94,579","49,699","47,371","25,520","37,143","52,695","92,391","89,743","17,397"
2008,Rhode Island,"14,559","12,725","6,044","5,656","3,133","3,083","8,426","11,280","10,752","2,217"
2008,South Carolina,"34,671","31,798","14,981","14,361","6,889","22,549","12,229","17,961","17,156","2,312"
2008,South Dakota,"7,423","6,103","3,141","2,860","1,769","2,181","3,984","5,711","5,650","1,082"
2008,Tennessee,"55,920","52,175","31,037","28,633","10,952","29,763","18,335","26,892","26,187","2,276"
2008,Texas,"146,646","127,253","94,877","91,815","42,266","37,696","53,456","90,858","88,017","15,866"
2008,Utah,"18,712","14,848","8,052","7,598","2,813","2,342","7,659","8,833","8,714",388
2008,Vermont,"6,304","5,685","1,608","1,535","1,320","1,526","4,888","4,684","4,564","1,286"
2008,Virginia,"52,167","40,332","23,567","22,908","10,665","17,193","19,878","33,777","32,909","5,871"
2008,Washington,"26,303","22,206","11,625","11,223","5,576","8,682","12,639","15,324","15,030","2,291"
2008,West Virginia,"15,719","13,303","8,043","7,588","3,055","6,546","5,633","10,088","9,954",582
2008,Wisconsin,"38,085","25,165","13,827","13,159","8,696","11,106","14,639","28,735","28,327","4,540"
2008,Wyoming,"5,727","4,222","1,653","1,447",915,"2,408","2,044","3,490","3,310",261
2007,Alabama,"30,257",N/A,"15,990",N/A,N/A,"4,580","12,587","14,126",N/A,N/A
2007,Alaska,"2,248",N/A,942,N/A,N/A,117,762,990,N/A,N/A
2007,Arizona,"88,943",N/A,"48,544",N/A,N/A,"1,844","13,686","71,207",N/A,N/A
2007,Arkansas,"19,741",N/A,"10,574",N/A,N/A,"4,118","9,377","10,326",N/A,N/A
2007,California,"171,633",N/A,"103,529",N/A,N/A,"63,710","55,500","99,575",N/A,N/A
2007,Colorado,"30,451",N/A,"14,038",N/A,N/A,"6,337","10,665","19,900",N/A,N/A
2007,Connecticut,"24,100",N/A,"9,089",N/A,N/A,"4,618","10,752","16,474",N/A,N/A
2007,Delaware,"6,186",N/A,"2,130",N/A,N/A,"1,590","2,349","3,484",N/A,N/A
2007,District of Columbia,"7,360",N/A,"3,079",N/A,N/A,"1,066","4,424","4,825",N/A,N/A
2007,Florida,"118,991",N/A,"58,927",N/A,N/A,"59,813","34,977","57,164",N/A,N/A
2007,Georgia,"65,640",N/A,"30,590",N/A,N/A,"42,509","10,982","29,810",N/A,N/A
2007,Hawaii,"3,785",N/A,"2,063",N/A,N/A,390,"1,379","2,104",N/A,N/A
2007,Idaho,"8,831",N/A,"4,128",N/A,N/A,"3,672","3,503","4,568",N/A,N/A
2007,Illinois,"75,528",N/A,"36,686",N/A,N/A,"26,080","32,733","49,630",N/A,N/A
2007,Indiana,"47,736",N/A,"18,098",N/A,N/A,"14,874","24,363","33,122",N/A,N/A
2007,Iowa,"27,723",N/A,"10,034",N/A,N/A,"4,602","16,041","20,872",N/A,N/A
2007,Kansas,"20,805",N/A,"8,777",N/A,N/A,"3,305","13,578","12,212",N/A,N/A
2007,Kentucky,"32,013",N/A,"15,053",N/A,N/A,"21,744","11,790","16,303",N/A,N/A
2007,Louisiana,"33,127",N/A,"18,315",N/A,N/A,"14,709","9,569","16,758",N/A,N/A
2007,Maine,"8,433",N/A,"4,160",N/A,N/A,"3,229","4,665","6,512",N/A,N/A
2007,Maryland,"29,586",N/A,"13,268",N/A,N/A,"8,070","12,623","17,067",N/A,N/A
2007,Massachusetts,"54,323",N/A,"19,451",N/A,N/A,"16,028","30,752","39,378",N/A,N/A
2007,Michigan,"70,062",N/A,"28,614",N/A,N/A,"38,387","32,230","38,566",N/A,N/A
2007,Minnesota,"38,885",N/A,"13,838",N/A,N/A,"16,849","17,943","28,661",N/A,N/A
2007,Mississippi,"25,605",N/A,"17,071",N/A,N/A,"7,956","11,948","10,733",N/A,N/A
2007,Missouri,"42,649",N/A,"18,708",N/A,N/A,"9,529","22,051","25,576",N/A,N/A
2007,Montana,"5,995",N/A,"2,469",N/A,N/A,"1,659","2,916","3,638",N/A,N/A
2007,Nebraska,"14,094",N/A,"5,690",N/A,N/A,"3,711","8,049","9,408",N/A,N/A
2007,Nevada,"11,279",N/A,"4,310",N/A,N/A,"4,939","2,846","5,702",N/A,N/A
2007,New Hampshire,"9,757",N/A,"2,460",N/A,N/A,"1,822","5,960","8,214",N/A,N/A
2007,New Jersey,"43,499",N/A,"21,849",N/A,N/A,"16,995","14,740","26,503",N/A,N/A
2007,New Mexico,"13,086",N/A,"6,844",N/A,N/A,"7,579","5,451","5,056",N/A,N/A
2007,New York,"155,822",N/A,"81,113",N/A,N/A,"94,506","60,084","90,989",N/A,N/A
2007,North Carolina,"46,275",N/A,"22,781",N/A,N/A,"19,996","23,098","28,989",N/A,N/A
2007,North Dakota,"6,948",N/A,"2,387",N/A,N/A,"1,323","3,318","5,261",N/A,N/A
2007,Ohio,"84,676",N/A,"37,333",N/A,N/A,"34,251","42,124","59,014",N/A,N/A
2007,Oklahoma,"29,668",N/A,"16,844",N/A,N/A,"9,690","12,423","15,875",N/A,N/A
2007,Oregon,"19,683",N/A,"8,662",N/A,N/A,"3,332","8,993","12,759",N/A,N/A
2007,Pennsylvania,"114,272",N/A,"47,873",N/A,N/A,"36,008","52,907","91,425",N/A,N/A
2007,Rhode Island,"12,686",N/A,"5,120",N/A,N/A,"2,542","7,463","10,069",N/A,N/A
2007,South Carolina,"31,930",N/A,"13,454",N/A,N/A,"21,803","11,125","15,700",N/A,N/A
2007,South Dakota,"7,630",N/A,"3,065",N/A,N/A,"2,107","3,707","6,346",N/A,N/A
2007,Tennessee,"50,006",N/A,"27,015",N/A,N/A,"28,326","16,792","23,563",N/A,N/A
2007,Texas,"142,511",N/A,"87,515",N/A,N/A,"38,108","50,681","87,548",N/A,N/A
2007,Utah,"16,018",N/A,"6,124",N/A,N/A,"1,798","8,167","6,364",N/A,N/A
2007,Vermont,"5,755",N/A,"1,454",N/A,N/A,"1,259","4,513","4,152",N/A,N/A
2007,Virginia,"47,261",N/A,"22,048",N/A,N/A,"15,596","18,832","30,300",N/A,N/A
2007,Washington,"24,888",N/A,"10,372",N/A,N/A,"7,707","10,652","14,662",N/A,N/A
2007,West Virginia,"14,624",N/A,"7,290",N/A,N/A,"5,607","5,215","9,364",N/A,N/A
2007,Wisconsin,"35,080",N/A,"11,864",N/A,N/A,"10,604","12,967","27,180",N/A,N/A
2007,Wyoming,"5,578",N/A,"1,805",N/A,N/A,"2,000","1,888","3,308",N/A,N/A
2006,Alabama,"29,363",N/A,"15,603",N/A,N/A,"4,040","12,308","13,572",N/A,N/A
2006,Alaska,"2,118",N/A,922,N/A,N/A,161,785,935,N/A,N/A
2006,Arizona,"60,324",N/A,"33,906",N/A,N/A,"2,161","13,692","43,229",N/A,N/A
2006,Arkansas,"19,840",N/A,"11,047",N/A,N/A,"3,650","9,414","9,996",N/A,N/A
2006,California,"176,519",N/A,"106,490",N/A,N/A,"67,179","51,236","100,995",N/A,N/A
2006,Colorado,"38,919",N/A,"18,100",N/A,N/A,"6,628","13,885","27,653",N/A,N/A
2006,Connecticut,"22,593",N/A,"9,090",N/A,N/A,"4,596","10,702","15,983",N/A,N/A
2006,Delaware,"5,584",N/A,"2,086",N/A,N/A,"1,116","2,879","3,743",N/A,N/A
2006,District of Columbia,"6,988",N/A,"2,837",N/A,N/A,799,"4,622","4,845",N/A,N/A
2006,Florida,"135,022",N/A,"73,002",N/A,N/A,"57,212","32,872","72,029",N/A,N/A
2006,Georgia,"67,512",N/A,"31,228",N/A,N/A,"41,682","10,814","30,880",N/A,N/A
2006,Hawaii,"3,838",N/A,"2,096",N/A,N/A,141,"1,200","2,153",N/A,N/A
2006,Idaho,"10,198",N/A,"4,958",N/A,N/A,"3,598","4,971","5,427",N/A,N/A
2006,Illinois,"76,045",N/A,"39,149",N/A,N/A,"25,290","31,286","49,775",N/A,N/A
2006,Indiana,"44,615",N/A,"16,153",N/A,N/A,"13,876","22,366","30,383",N/A,N/A
2006,Iowa,"26,272",N/A,"9,272",N/A,N/A,"4,927","15,684","19,839",N/A,N/A
2006,Kansas,"21,966",N/A,"8,808",N/A,N/A,"2,640","13,365","13,057",N/A,N/A
2006,Kentucky,"31,252",N/A,"14,709",N/A,N/A,"22,067","11,073","15,851",N/A,N/A
2006,Louisiana,"30,823",N/A,"16,962",N/A,N/A,"12,576","7,879","14,752",N/A,N/A
2006,Maine,"8,393",N/A,"3,930",N/A,N/A,"3,037","4,609","6,260",N/A,N/A
2006,Maryland,"27,633",N/A,"13,338",N/A,N/A,"8,177","11,734","17,015",N/A,N/A
2006,Massachusetts,"53,283",N/A,"18,306",N/A,N/A,"15,365","29,265","38,282",N/A,N/A
2006,Michigan,"70,506",N/A,"29,952",N/A,N/A,"38,581","31,623","40,517",N/A,N/A
2006,Minnesota,"41,617",N/A,"14,991",N/A,N/A,"16,833","17,303","30,995",N/A,N/A
2006,Mississippi,"25,165",N/A,"16,029",N/A,N/A,"7,570","10,256","10,226",N/A,N/A
2006,Missouri,"43,555",N/A,"19,621",N/A,N/A,"8,520","21,723","26,007",N/A,N/A
2006,Montana,"6,478",N/A,"3,186",N/A,N/A,"1,574","3,416","4,024",N/A,N/A
2006,Nebraska,"14,869",N/A,"6,090",N/A,N/A,"4,265","8,863","9,274",N/A,N/A
2006,Nevada,"11,192",N/A,"4,710",N/A,N/A,"5,212","2,800","5,579",N/A,N/A
2006,New Hampshire,"9,473",N/A,"2,475",N/A,N/A,"1,620","5,621","7,673",N/A,N/A
2006,New Jersey,"42,733",N/A,"22,639",N/A,N/A,"16,910","13,661","26,560",N/A,N/A
2006,New Mexico,"13,339",N/A,"7,345",N/A,N/A,"7,072","5,090","5,167",N/A,N/A
2006,New York,"154,568",N/A,"80,889",N/A,N/A,"94,805","58,725","91,127",N/A,N/A
2006,North Carolina,"47,025",N/A,"22,577",N/A,N/A,"18,964","22,389","27,907",N/A,N/A
2006,North Dakota,"7,078",N/A,"2,571",N/A,N/A,"1,190","3,317","5,267",N/A,N/A
2006,Ohio,"84,197",N/A,"37,497",N/A,N/A,"33,586","41,802","56,999",N/A,N/A
2006,Oklahoma,"30,335",N/A,"18,074",N/A,N/A,"9,505","12,629","16,420",N/A,N/A
2006,Oregon,"20,686",N/A,"10,073",N/A,N/A,"3,462","9,741","14,281",N/A,N/A
2006,Pennsylvania,"112,211",N/A,"46,884",N/A,N/A,"38,181","50,364","88,641",N/A,N/A
2006,Rhode Island,"13,523",N/A,"5,212",N/A,N/A,"2,950","7,325","10,482",N/A,N/A
2006,South Carolina,"31,132",N/A,"13,112",N/A,N/A,"20,524","10,694","14,662",N/A,N/A
2006,South Dakota,"6,988",N/A,"2,910",N/A,N/A,"1,823","3,601","5,025",N/A,N/A
2006,Tennessee,"49,592",N/A,"25,650",N/A,N/A,"25,839","15,845","23,808",N/A,N/A
2006,Texas,"142,576",N/A,"91,548",N/A,N/A,"35,071","44,066","85,887",N/A,N/A
2006,Utah,"17,056",N/A,"7,191",N/A,N/A,"2,018","7,053","6,946",N/A,N/A
2006,Vermont,"5,891",N/A,"1,562",N/A,N/A,"1,364","4,249","4,356",N/A,N/A
2006,Virginia,"45,970",N/A,"21,554",N/A,N/A,"14,610","16,882","30,976",N/A,N/A
2006,Washington,"25,282",N/A,"11,428",N/A,N/A,"7,817","10,738","15,454",N/A,N/A
2006,West Virginia,"13,372",N/A,"7,086",N/A,N/A,"5,142","5,143","9,113",N/A,N/A
2006,Wisconsin,"34,505",N/A,"11,555",N/A,N/A,"10,928","11,606","26,269",N/A,N/A
2006,Wyoming,"5,028",N/A,"1,449",N/A,N/A,"1,039","1,908","3,036",N/A,N/A
2005,Alabama,"29,593",N/A,"16,942",N/A,N/A,"4,457","11,938","13,582",N/A,N/A
2005,Alaska,"2,119",N/A,957,N/A,N/A,653,813,800,N/A,N/A
2005,Arizona,"72,780",N/A,"44,008",N/A,N/A,"1,506","11,841","55,875",N/A,N/A
2005,Arkansas,"18,988",N/A,"11,833",N/A,N/A,"4,216","7,987","8,639",N/A,N/A
2005,California,"163,495",N/A,"99,782",N/A,N/A,"62,088","48,039","95,590",N/A,N/A
2005,Colorado,"33,021",N/A,"16,611",N/A,N/A,"6,653","8,953","22,372",N/A,N/A
2005,Connecticut,"21,441",N/A,"8,469",N/A,N/A,"5,180","10,679","14,365",N/A,N/A
2005,Delaware,"5,553",N/A,"2,123",N/A,N/A,"1,165","2,648","3,505",N/A,N/A
2005,District of Columbia,"8,325",N/A,"4,050",N/A,N/A,583,"4,765","5,677",N/A,N/A
2005,Florida,"120,953",N/A,"66,982",N/A,N/A,"50,132","30,846","61,675",N/A,N/A
2005,Georgia,"63,211",N/A,"29,056",N/A,N/A,"40,500","10,143","28,480",N/A,N/A
2005,Hawaii,"4,015",N/A,"2,419",N/A,N/A,88,"1,449","1,934",N/A,N/A
2005,Idaho,"10,173",N/A,"5,204",N/A,N/A,"4,381","4,408","4,952",N/A,N/A
2005,Illinois,"68,935",N/A,"34,117",N/A,N/A,"27,601","28,028","43,042",N/A,N/A
2005,Indiana,"43,495",N/A,"17,639",N/A,N/A,"15,704","20,920","30,049",N/A,N/A
2005,Iowa,"28,936",N/A,"11,089",N/A,N/A,"5,653","15,448","21,038",N/A,N/A
2005,Kansas,"19,657",N/A,"8,950",N/A,N/A,"2,590","13,077","12,647",N/A,N/A
2005,Kentucky,"31,521",N/A,"15,048",N/A,N/A,"21,994","10,778","15,964",N/A,N/A
2005,Louisiana,"39,431",N/A,"22,864",N/A,N/A,"14,589","10,666","18,815",N/A,N/A
2005,Maine,"8,753",N/A,"4,672",N/A,N/A,"3,373","4,645","6,809",N/A,N/A
2005,Maryland,"25,201",N/A,"12,365",N/A,N/A,"6,932","10,132","15,030",N/A,N/A
2005,Massachusetts,"48,945",N/A,"18,925",N/A,N/A,"13,964","27,822","34,930",N/A,N/A
2005,Michigan,"66,982",N/A,"28,476",N/A,N/A,"39,150","29,238","36,698",N/A,N/A
2005,Minnesota,"40,259",N/A,"15,495",N/A,N/A,"17,021","16,117","29,893",N/A,N/A
2005,Mississippi,"28,940",N/A,"20,743",N/A,N/A,"7,245","11,122","9,384",N/A,N/A
2005,Missouri,"41,293",N/A,"20,322",N/A,N/A,"7,715","20,412","24,718",N/A,N/A
2005,Montana,"6,417",N/A,"3,162",N/A,N/A,"1,539","3,131","3,898",N/A,N/A
2005,Nebraska,"13,739",N/A,"5,943",N/A,N/A,"3,807","8,601","8,987",N/A,N/A
2005,Nevada,"10,195",N/A,"4,024",N/A,N/A,"5,020","2,544","4,751",N/A,N/A
2005,New Hampshire,"9,823",N/A,"3,078",N/A,N/A,"1,916","5,711","8,063",N/A,N/A
2005,New Jersey,"42,639",N/A,"23,225",N/A,N/A,"16,796","13,815","26,976",N/A,N/A
2005,New Mexico,"12,828",N/A,"7,083",N/A,N/A,"7,152","4,917","4,493",N/A,N/A
2005,New York,"155,235",N/A,"87,529",N/A,N/A,"96,700","56,481","90,847",N/A,N/A
2005,North Carolina,"46,535",N/A,"24,120",N/A,N/A,"19,218","19,646","26,991",N/A,N/A
2005,North Dakota,"7,278",N/A,"3,335",N/A,N/A,"1,222","3,675","5,704",N/A,N/A
2005,Ohio,"83,328",N/A,"39,311",N/A,N/A,"34,448","38,941","53,976",N/A,N/A
2005,Oklahoma,"31,443",N/A,"18,382",N/A,N/A,"8,773","13,161","16,365",N/A,N/A
2005,Oregon,"20,258",N/A,"9,867",N/A,N/A,"3,075","9,191","13,478",N/A,N/A
2005,Pennsylvania,"108,369",N/A,"46,698",N/A,N/A,"36,253","48,109","84,852",N/A,N/A
2005,Rhode Island,"12,973",N/A,"5,463",N/A,N/A,"2,717","7,501","9,924",N/A,N/A
2005,South Carolina,"30,459",N/A,"13,737",N/A,N/A,"20,185","9,627","13,646",N/A,N/A
2005,South Dakota,"7,132",N/A,"3,100",N/A,N/A,"1,846","3,478","5,869",N/A,N/A
2005,Tennessee,"47,857",N/A,"25,772",N/A,N/A,"24,853","15,512","22,636",N/A,N/A
2005,Texas,"139,493",N/A,"91,196",N/A,N/A,"34,860","43,580","81,080",N/A,N/A
2005,Utah,"16,811",N/A,"8,406",N/A,N/A,"1,578","7,809","6,732",N/A,N/A
2005,Vermont,"5,132",N/A,"1,620",N/A,N/A,"1,339","3,500","3,969",N/A,N/A
2005,Virginia,"45,411",N/A,"21,638",N/A,N/A,"14,398","16,180","29,805",N/A,N/A
2005,Washington,"25,364",N/A,"11,426",N/A,N/A,"9,467","10,461","15,660",N/A,N/A
2005,West Virginia,"13,064",N/A,"7,518",N/A,N/A,"5,456","4,961","8,395",N/A,N/A
2005,Wisconsin,"32,270",N/A,"11,822",N/A,N/A,"14,760","10,904","24,284",N/A,N/A
2005,Wyoming,"5,169",N/A,"1,879",N/A,N/A,"1,121","1,840","3,285",N/A,N/A
2004,Alabama,"29,727",N/A,"16,832",N/A,N/A,"4,750","12,225","13,197",N/A,N/A
2004,Alaska,"1,873",N/A,846,N/A,N/A,124,759,697,N/A,N/A
2004,Arizona,"39,043",N/A,"20,636",N/A,N/A,"1,336","11,097","24,803",N/A,N/A
2004,Arkansas,"18,905",N/A,"11,206",N/A,N/A,"3,465","7,690","9,058",N/A,N/A
2004,California,"160,522",N/A,"100,525",N/A,N/A,"59,167","51,655","95,145",N/A,N/A
2004,Colorado,"29,576",N/A,"14,788",N/A,N/A,"7,350","8,587","19,328",N/A,N/A
2004,Connecticut,"21,620",N/A,"8,941",N/A,N/A,"4,766","9,786","13,804",N/A,N/A
2004,Delaware,"5,526",N/A,"2,285",N/A,N/A,"1,072","2,549","3,300",N/A,N/A
2004,District of Columbia,"7,263",N/A,"3,723",N/A,N/A,980,"3,894","4,940",N/A,N/A
2004,Florida,"118,118",N/A,"67,256",N/A,N/A,"49,825","30,171","58,861",N/A,N/A
2004,Georgia,"63,310",N/A,"28,987",N/A,N/A,"39,942","10,578","29,502",N/A,N/A
2004,Hawaii,"4,071",N/A,"2,405",N/A,N/A,180,"1,226","2,090",N/A,N/A
2004,Idaho,"8,598",N/A,"4,944",N/A,N/A,"3,062","4,647","4,644",N/A,N/A
2004,Illinois,"67,164",N/A,"33,593",N/A,N/A,"26,968","27,151","40,652",N/A,N/A
2004,Indiana,"44,586",N/A,"18,626",N/A,N/A,"16,004","21,732","30,511",N/A,N/A
2004,Iowa,"30,006",N/A,"12,503",N/A,N/A,"5,790","15,144","21,604",N/A,N/A
2004,Kansas,"20,788",N/A,"10,268",N/A,N/A,"2,735","12,881","13,131",N/A,N/A
